name;pcode;pcode_parent;population;land_area;pop_density
Bahr al Jabal;SSD1-1;SSD1;545197.6429;17300;31.51431462
Kajo Kaii;SSD1-2;SSD1;253432.8619;2430;104.2933588
Nahr Yei;SSD1-3;SSD1;641933.0755;13035;49.2468796
Terkaka;SSD1-4;SSD1;214900.1083;11302;19.01434333
Amatonge;SSD2-5;SSD2;338079.5295;21865;15.46213261
Kapoeta;SSD2-6;SSD2;425381.0726;34547;12.31311178
Magwi;SSD2-7;SSD2;256270.7082;5240;48.9066237
Shokodom;SSD2-8;SSD2;230671.6968;8255;27.94327036
Akobo;SSD3-9;SSD3;333353.579;19269;17.29999372
Ayod;SSD3-10;SSD3;353967.6433;18932;18.69679079
Bor;SSD3-11;SSD3;225277.2174;7086;31.79187375
Fam al Zaraf;SSD3-12;SSD3;190919.8858;7784;24.52722068
Nahr Atiem;SSD3-13;SSD3;290881.4573;13777;21.11355573
Pibor;SSD3-14;SSD3;387929.9821;44440;8.729297527
Wat;SSD3-15;SSD3;296811.6997;12749;23.28117497
Aliab;SSD4-16;SSD4;68521.07703;4324;15.84668756
Rumbek;SSD4-17;SSD4;547388.11;21704;25.22060956
Shobet;SSD4-18;SSD4;197965.1536;6368;31.08749272
Yerol;SSD4-19;SSD4;245060.2656;11152;21.97455753
Aryat;SSD5-20;SSD5;117860.9074;2243;52.54610227
Aweil;SSD5-21;SSD5;457364.1244;20976;21.80416306
Nahr Lol;SSD5-22;SSD5;332317.9473;3988;83.32947526
Wanjuk;SSD5-23;SSD5;385995.6929;5580;69.17485536
Al Leiri;SSD6-24;SSD6;319882.5089;12748;25.09276035
Al Mayom;SSD6-25;SSD6;186547.4544;5910;31.56471309
Faring;SSD6-26;SSD6;56085.16849;4122;13.60629997
Rabkona;SSD6-27;SSD6;339279.0244;14431;23.51043063
Al Mabien;SSD7-28;SSD7;50148.16261;8527;5.881102686
Al Renk;SSD7-29;SSD7;216897.76;11097;19.54562134
Baleit;SSD7-30;SSD7;107834.7317;11689;9.225317112
Fashooda;SSD7-31;SSD7;76726.92777;8723;8.795933483
Malut;SSD7-32;SSD7;131015.5403;13265;9.876784039
Mayot;SSD7-33;SSD7;260114.424;8616;30.18969638
Sobat;SSD7-34;SSD7;404080.1709;10570;38.22896603
Tonga;SSD7-35;SSD7;269279.7016;6429;41.88516123
Gogrial;SSD8-36;SSD8;456429.0802;10069;45.33013012
Malek;SSD8-37;SSD8;122282.2647;1930;63.35868638
Tonj;SSD8-38;SSD8;348995.3831;13920;25.0715074
Warab;SSD8-39;SSD8;341884.2083;14202;24.07296214
Raja;SSD9-40;SSD9;60115.91016;57685;1.042141114
Wau;SSD9-41;SSD9;314732.0753;29303;10.74060933
Meridi;SSD10-42;SSD10;219183.1194;19717;11.11645379
Mundri;SSD10-43;SSD10;228636.9786;16503;13.85426762
Tombura;SSD10-44;SSD10;185983.5137;27940;6.656532346
Yambio;SSD10-45;SSD10;321511.8506;15848;20.28721925
Baki;SOM1-1;SOM1;37432.46309;3659;10.23024408
Boorama;SOM1-2;SOM1;319224.5948;3016;105.8436985
Lughaya;SOM1-3;SOM1;50643.93177;3483;14.5403192
Zeylac;SOM1-4;SOM1;43471.27285;6521;6.66635069
Ceel Barde;SOM2-5;SOM2;40752.27161;7736;5.267873787
Rab Dhuure;SOM2-6;SOM2;53513.66007;3417;15.66100675
Tiyeeglow;SOM2-7;SOM2;113132.5585;6707;16.86783338
Wajid;SOM2-8;SOM2;96734.78949;2761;35.03614252
Xudur;SOM2-9;SOM2;129787.5921;5331;24.34582483
Mogadisho;SOM3-10;SOM3;1313101.081;212;6193.873022
Bander-Beyla;SOM4-11;SOM4;19302.05513;11248;1.716043308
Bosaaso;SOM4-12;SOM4;281657.553;8152;34.55073025
Calawla;SOM4-13;SOM4;63852.80171;5090;12.54475476
Iskushuban;SOM4-14;SOM4;59182.99577;18409;3.214894659
Qandala;SOM4-15;SOM4;60524.9344;8243;7.342585757
Qardho;SOM4-16;SOM4;118345.9231;18626;6.353802378
Baydhabo;SOM5-17;SOM5;467387.247;13338;35.04177891
Buur Xakaba;SOM5-18;SOM5;168923.9135;17640;9.576185572
Diinsoor;SOM5-19;SOM5;104632.3254;9770;10.70955224
Qansax Dheere;SOM5-20;SOM5;139263.3645;3534;39.40672454
Caabudwaaq;SOM6-21;SOM6;65978.74541;6522;10.11633631
Cadaado;SOM6-22;SOM6;67902.86321;6837;9.931675181
Ceel Buur;SOM6-23;SOM6;110114.544;13421;8.204645254
Ceel Dheer;SOM6-24;SOM6;101842.6402;10434;9.760651736
Dhuusamareeb;SOM6-25;SOM6;127867.0667;12824;9.97091911
Baar-Dheere;SOM7-26;SOM7;145171.37;14898;9.744352936
Beled Xaawo;SOM7-27;SOM7;77623.23214;4142;18.74051959
Ceel Waaq;SOM7-28;SOM7;29646.12403;8313;3.5662365
Dolow;SOM7-29;SOM7;27533.10818;1649;16.69685153
Garbahaaray;SOM7-30;SOM7;77806.85625;8077;9.633138077
Luuk;SOM7-31;SOM7;87278.30277;8321;10.48891993
Beled Weyn;SOM8-32;SOM8;238502.3569;14958;15.94480258
Buulo Burdo;SOM8-33;SOM8;193963.2347;16180;11.98783898
Jalalaqsi;SOM8-34;SOM8;67168.26972;3290;20.41588745
Bu'aale;SOM9-35;SOM9;84666.91176;5564;15.21691441
Jilib;SOM9-36;SOM9;151268.1406;5089;29.72453145
Saakow;SOM9-37;SOM9;94853.70295;8283;11.45161209
Afmadow;SOM10-38;SOM10;77563.39085;27363;2.834608444
Badhaadhe;SOM10-39;SOM10;60870.76192;9830;6.192346075
Jamaame;SOM10-40;SOM10;179748.1143;2066;87.00295949
Kismaayo;SOM10-41;SOM10;224635.2067;8789;25.55867638
Gaalkacayo;SOM11-42;SOM11;214487.1136;15424;13.90606286
Goldogob;SOM11-43;SOM11;34381.77855;1886;18.22999923
Hobyo;SOM11-44;SOM11;93725.45723;25525;3.671908217
Jariiban;SOM11-45;SOM11;54775.32647;11341;4.82984979
Xarardheere;SOM11-46;SOM11;88756.72455;4989;17.79048397
Burtinle;SOM12-47;SOM12;47519.08396;9506;4.998851668
Eyl;SOM12-48;SOM12;44939.97615;9580;4.691020475
Garoowe;SOM12-49;SOM12;82775.97174;8862;9.340551991
Badhan;SOM13-50;SOM13;134147.1866;13161;10.19278068
Ceel-Afwein;SOM13-51;SOM13;89667.49691;15573;5.757882034
Ceerigaabo;SOM13-52;SOM13;157262.0669;26366;5.964578127
Aadan;SOM14-53;SOM14;47497.3988;4092;11.60737996
Balcad;SOM14-54;SOM14;179636.5186;4031;44.5637605
Cadale;SOM14-55;SOM14;61361.97198;5757;10.65867153
Jawhar;SOM14-56;SOM14;393313.9624;4770;82.45575732
Afgooye;SOM15-57;SOM15;321418.0702;4073;78.91433102
Baraawe;SOM15-58;SOM15;83109.07299;2848;29.18155653
Kuntuwaaray;SOM15-59;SOM15;77988.94799;2578;30.25172537
Marka;SOM15-60;SOM15;244052.3989;938;260.1837941
Qoryooley;SOM15-61;SOM15;206828.3018;3279;63.07663977
Sablale;SOM15-62;SOM15;64760.051;6318;10.25008721
Wanla Weyn;SOM15-63;SOM15;221067.814;5821;37.97763511
Caynabo;SOM16-64;SOM16;46498.68881;8952;5.194223504
Lascaanod;SOM16-65;SOM16;108083.1586;11407;9.475160743
Taleex;SOM16-66;SOM16;35254.7334;9050;3.895550652
Xudun;SOM16-67;SOM16;25678.1786;9341;2.748975334
Burao;SOM17-68;SOM17;425142.8573;16392;25.93599666
Buuhoodle;SOM17-69;SOM17;52275.81353;6924;7.549944184
Oodweyne;SOM17-70;SOM17;54234.05696;8133;6.668395052
Sheekh;SOM17-71;SOM17;49596.28402;3315;14.96117165
Berbera;SOM18-72;SOM18;88409.79963;10838;8.157390628
Gabiley;SOM18-73;SOM18;109644.3213;4136;26.50974887
Hargeysa;SOM18-74;SOM18;812201.432;13542;59.97647556
Aba North;NGA1-1;NGA1;215118.7515;18;11951.04175
Aba South;NGA1-2;NGA1;421646.1054;51;8267.570693
Arochukw;NGA1-3;NGA1;196447.0066;389;505.0051584
Bende;NGA1-4;NGA1;256300.4021;608;421.546714
Ikwuano;NGA1-5;NGA1;147423.5285;240;614.2647019
Isiala Ngwa North;NGA1-6;NGA1;170680.5949;255;669.3356661
Isiala Ngwa South;NGA1-7;NGA1;154032.2925;263;585.6741158
Isuikwua;NGA1-8;NGA1;116934.6319;339;344.939917
Oboma Ngwa;NGA1-9;NGA1;391004.2678;377;1037.146599
Ohafia Abia;NGA1-10;NGA1;344916.8516;572;603.0014888
Osisioma Ngwa;NGA1-11;NGA1;277859.318;194;1432.264526
Ugwunagbo;NGA1-12;NGA1;91871.97383;107;858.6165779
Ukwa East;NGA1-13;NGA1;61340.58947;248;247.3410866
Ukwa West;NGA1-14;NGA1;165285.8013;295;560.290852
Umu-Nneochi;NGA1-15;NGA1;210573.0653;455;462.7979458
Umuahia North;NGA1-16;NGA1;475563.7225;233;2041.046019
Umuahia South;NGA1-17;NGA1;94617.80461;132;716.8015501
Demsa;NGA2-18;NGA2;443769.618;2326;190.7865941
Fufore;NGA2-19;NGA2;274832.9515;4333;63.42786787
Ganye;NGA2-20;NGA2;218565.193;1909;114.4919817
Girie;NGA2-21;NGA2;150379.4418;1900;79.14707461
Gombi;NGA2-22;NGA2;126048.2451;1102;114.3813477
Guyuk;NGA2-23;NGA2;146028.1692;712;205.0957433
Hong;NGA2-24;NGA2;331172.4884;2783;118.9983789
Jada;NGA2-25;NGA2;111319.9229;1749;63.64775467
Lamurde;NGA2-26;NGA2;138162.524;1186;116.4945396
Madagali;NGA2-27;NGA2;106214.9002;597;177.9144057
Maiha;NGA2-28;NGA2;77624.08251;518;149.8534411
Mayo-Bel;NGA2-29;NGA2;221502.7753;2207;100.3637405
Michika;NGA2-30;NGA2;144451.3587;758;190.5690748
Mubi North;NGA2-31;NGA2;168589.554;667;252.7579521
Mubi South;NGA2-32;NGA2;68529.46675;214;320.231153
Numan;NGA2-33;NGA2;171514.7123;826;207.6449302
Shelleng;NGA2-34;NGA2;165887.207;1633;101.5843276
Song;NGA2-35;NGA2;267381.4622;4399;60.7823283
Teungo;NGA2-36;NGA2;62276.26078;4640;13.42160793
Yola North;NGA2-37;NGA2;133238.4686;142;938.2990748
Yola South;NGA2-38;NGA2;141393.4272;376;376.046349
Abak;NGA3-39;NGA3;156501.1517;179;874.3081099
Eastern Obolo;NGA3-40;NGA3;48714.66368;97;502.2130277
Eket;NGA3-41;NGA3;231573.4382;190;1218.807569
Esit Eket;NGA3-42;NGA3;72190.23975;140;515.6445697
Essien-U;NGA3-43;NGA3;226367.9917;301;752.0531284
EtimEkpo;NGA3-44;NGA3;112707.1208;195;577.9852349
Etinan;NGA3-45;NGA3;228245.8563;172;1327.010793
Ibeno;NGA3-46;NGA3;73877.81176;212;348.4802441
Ibesikpo Asutan;NGA3-47;NGA3;183474.5258;177;1036.579242
Ibiono Ibom;NGA3-48;NGA3;202390.3405;318;636.4476117
Ika;NGA3-49;NGA3;106585.0938;132;807.4628319
Ikono;NGA3-50;NGA3;160551.496;271;592.4409445
Ikot-Aba;NGA3-51;NGA3;166489.0127;336;495.503014
Ikot-Ekp;NGA3-52;NGA3;214048.3614;134;1597.375831
Ini;NGA3-53;NGA3;159099.4841;476;334.2426137
Itu;NGA3-54;NGA3;254944.8748;257;992.003404
Mbo;NGA3-55;NGA3;126547.3757;245;516.5199007
Mkpat Enin;NGA3-56;NGA3;229295.474;349;657.0070889
Nsit Atai;NGA3-57;NGA3;93405.84297;132;707.6200225
Nsit Ibom;NGA3-58;NGA3;104224.5643;121;861.3600357
Nsit Ubium;NGA3-59;NGA3;145563.1134;205;710.0639676
Obot Akara;NGA3-60;NGA3;161594.9122;234;690.5765479
Okobo;NGA3-61;NGA3;132963.407;277;480.0122997
Onna;NGA3-62;NGA3;146531.3353;152;964.0219426
Oron;NGA3-63;NGA3;134926.7941;82;1645.448708
Oruk-Ana;NGA3-64;NGA3;197449.2886;473;417.4403564
Udung Uko;NGA3-65;NGA3;58367.67148;54;1080.882805
Ukanafun;NGA3-66;NGA3;174905.1224;281;622.438158
Uruan;NGA3-67;NGA3;169123.379;293;577.2128977
UrueOffo;NGA3-68;NGA3;83542.88585;128;652.6787957
Uyo;NGA3-69;NGA3;374428.6773;190;1970.677249
Aguata;NGA4-70;NGA4;455084.8556;164;2774.907656
Anambra East;NGA4-71;NGA4;474604.1314;383;1239.175278
Anambra West;NGA4-72;NGA4;165553.6779;750;220.7382372
Anaocha;NGA4-73;NGA4;398007.621;106;3754.788878
AwkaNort;NGA4-74;NGA4;189087.1235;393;481.1377187
AwkaSout;NGA4-75;NGA4;343895.5819;173;1987.835734
Ayamelum;NGA4-76;NGA4;207540.9998;575;360.9408692
Dunukofia;NGA4-77;NGA4;162808.9473;59;2759.473683
Ekwusigo;NGA4-78;NGA4;192170.6894;108;1779.358235
Idemili North;NGA4-79;NGA4;313716.2688;88;3564.9576
Idemili South;NGA4-80;NGA4;238453.1186;112;2129.045701
Ihiala;NGA4-81;NGA4;264223.8506;224;1179.570762
Njikoka;NGA4-82;NGA4;266334.5309;95;2803.521378
NnewiNort;NGA4-83;NGA4;208717.4365;65;3211.037485
NnewiSou;NGA4-84;NGA4;321231.0422;170;1889.594366
Ogbaru;NGA4-85;NGA4;107954.5386;402;268.5436284
Onitsha North;NGA4-86;NGA4;184476.6286;28;6588.451021
Onitsha South;NGA4-87;NGA4;10314.51909;17;606.736417
OrumbaNo;NGA4-88;NGA4;349058.3456;368;948.5281132
OrumbaSo;NGA4-89;NGA4;232408.006;234;993.1966069
Oyi;NGA4-90;NGA4;391949.6702;133;2946.990001
Alkaleri;NGA5-91;NGA5;450477.3267;6240;72.19187929
Bauchi;NGA5-92;NGA5;738635.1465;4050;182.3790485
Bogoro;NGA5-93;NGA5;78411.60751;665;117.9121917
Damban;NGA5-94;NGA5;167237.8369;1011;165.4182363
Darazo;NGA5-95;NGA5;248237.6473;2552;97.27180536
Dass;NGA5-96;NGA5;101734.3078;538;189.0972263
Gamawa;NGA5-97;NGA5;359081.361;3054;117.5773939
Gamjuwa;NGA5-98;NGA5;359518.5854;5412;66.42989383
Giade;NGA5-99;NGA5;151963.9584;671;226.4738575
Itas/Gad;NGA5-100;NGA5;287322.0918;1583;181.5047958
Jama'are;NGA5-101;NGA5;177625.532;562;316.0596654
Katagum;NGA5-102;NGA5;533912.9691;1997;267.3575208
Kirfi;NGA5-103;NGA5;196804.2573;2574;76.45853041
Misau;NGA5-104;NGA5;310572.2885;1244;249.6561805
Ningi;NGA5-105;NGA5;540454.1915;5304;101.8955866
Shira;NGA5-106;NGA5;222094.4176;929;239.0682644
Tafawa-B;NGA5-107;NGA5;247266.3759;2226;111.0810314
Toro;NGA5-108;NGA5;472327.5696;7246;65.1845942
Warji;NGA5-109;NGA5;137437.3094;665;206.6726457
Zaki;NGA5-110;NGA5;248657.4864;1734;143.4010879
Brass;NGA6-111;NGA6;272814.6859;1721;158.5210261
Ekeremor;NGA6-112;NGA6;324521.336;1814;178.8982007
Kolokuma/Opokuma;NGA6-113;NGA6;124149.6109;447;277.7396217
Nembe;NGA6-114;NGA6;157123.1743;874;179.7747989
Ogbia;NGA6-115;NGA6;219014.2526;758;288.9370088
Sagbama;NGA6-116;NGA6;210188.751;900;233.5430567
Southern Ijaw;NGA6-117;NGA6;374924.6261;2597;144.3683582
Yenegoa;NGA6-118;NGA6;402149.2502;752;534.7729391
Ado;NGA7-119;NGA7;209158.8616;1057;197.8797177
Agatu;NGA7-120;NGA7;165019.922;1265;130.4505312
Apa;NGA7-121;NGA7;116193.0978;904;128.5321878
Buruku;NGA7-122;NGA7;285588.9945;1607;177.7156157
Gboko;NGA7-123;NGA7;503648.4398;1948;258.546427
Guma;NGA7-124;NGA7;261587.8584;2850;91.78521348
Gwer East;NGA7-125;NGA7;272116.9183;2506;108.5861605
GwerWest;NGA7-126;NGA7;157589.6394;1260;125.0711424
Katsina (Benue);NGA7-127;NGA7;367779.2136;2729;134.7670259
Konshish;NGA7-128;NGA7;266839.7993;1558;171.2707313
Kwande;NGA7-129;NGA7;268115.8506;3103;86.40536597
Logo;NGA7-130;NGA7;179894.3151;1399;128.5877878
Makurdi;NGA7-131;NGA7;436617.2795;847;515.4867526
Obi;NGA7-132;NGA7;86056.8539;423;203.444099
Ogbadibo;NGA7-133;NGA7;210833.6157;521;404.6710475
Ohimini;NGA7-134;NGA7;101994.7022;639;159.6161225
Oju;NGA7-135;NGA7;188882.4413;1110;170.1643615
Okpokwu;NGA7-136;NGA7;192936.1921;734;262.8558476
Oturkpo;NGA7-137;NGA7;375704.6389;1352;277.8880465
Tarka;NGA7-138;NGA7;71183.63272;389;182.9913438
Ukum;NGA7-139;NGA7;267766.9301;1532;174.7825915
Ushongo;NGA7-140;NGA7;312232.8531;1281;243.7414934
Vandeiky;NGA7-141;NGA7;226253.6149;774;292.3173319
Abadam;NGA8-142;NGA8;89144.6165;2504;35.60088518
Askira/U;NGA8-143;NGA8;240231.6617;2242;107.1506074
Bama;NGA8-144;NGA8;277842.1252;4696;59.16569958
Bayo;NGA8-145;NGA8;98130.94541;1086;90.35998656
Biu;NGA8-146;NGA8;211266.8495;3394;62.24715661
Chibok;NGA8-147;NGA8;85886.96343;1428;60.14493237
Damboa;NGA8-148;NGA8;372291.2608;6625;56.19490729
Dikwa;NGA8-149;NGA8;125857.046;1835;68.58694603
Gubio;NGA8-150;NGA8;183288.2875;2572;71.26294227
Guzamala;NGA8-151;NGA8;125886.1907;2378;52.93784302
Gwoza;NGA8-152;NGA8;277787.5154;2460;112.9217542
Hawul;NGA8-153;NGA8;169404.8756;2119;79.9456704
Jere;NGA8-154;NGA8;113748.351;895;127.0931297
Kaga;NGA8-155;NGA8;99093.42536;2838;34.91664037
Kala/Balge;NGA8-156;NGA8;54932.81524;1258;43.66678477
Konduga;NGA8-157;NGA8;802040.3047;6026;133.096632
Kukawa;NGA8-158;NGA8;137178.2325;2146;63.92275514
Kwaya Kusar;NGA8-159;NGA8;62010.42176;750;82.68056235
Lake Chad;NGA8-160;NGA8;185528.4337;5379;34.49124999
Mafa;NGA8-161;NGA8;140731.1418;3006;46.81674709
Magumeri;NGA8-162;NGA8;194323.0462;5263;36.92248645
Maidugur;NGA8-163;NGA8;435099.6628;134;3247.012409
Marte;NGA8-164;NGA8;190257.7117;2340;81.30671441
Mobbar;NGA8-165;NGA8;168884.4097;3338;50.59449062
Monguno;NGA8-166;NGA8;106772.1703;1555;68.66377513
Ngala;NGA8-167;NGA8;227866.3626;1375;165.720991
Nganzai;NGA8-168;NGA8;122479.6244;2569;47.67599236
Shani;NGA8-169;NGA8;132125.3153;1219;108.3882816
Abi;NGA9-170;NGA9;247045.3911;289;854.8283428
Akamkpa;NGA9-171;NGA9;290908.7389;5439;53.48570305
Akpabuyo;NGA9-172;NGA9;421438.7899;796;529.4457159
Bakassi;NGA9-173;NGA9;15032.98717;96;156.5936164
Bekwarra;NGA9-174;NGA9;128901.7141;317;406.6300129
Biase;NGA9-175;NGA9;210347.0437;1268;165.8888357
Boki;NGA9-176;NGA9;246300.1626;2945;83.63333197
Calabar South;NGA9-177;NGA9;16478.00371;183;90.04373612
Calabar;NGA9-178;NGA9;415027.3802;161;2577.809815
Etung;NGA9-179;NGA9;100983.5258;941;107.3151177
Ikom;NGA9-180;NGA9;258719.5649;2025;127.7627481
Obanliku;NGA9-181;NGA9;179497.8655;968;185.4316793
Obubra;NGA9-182;NGA9;242625.4375;1171;207.1950789
Obudu;NGA9-183;NGA9;137890.4525;384;359.0897201
Odukpani;NGA9-184;NGA9;182895.0866;1127;162.2849039
Ogoja;NGA9-185;NGA9;205296.6331;987;208.0006415
Yakurr;NGA9-186;NGA9;246977.1582;677;364.8111643
Yala Cross;NGA9-187;NGA9;279960.4731;1783;157.01653
AniochaN;NGA10-188;NGA10;148031.697;472;313.6264767
AniochaS;NGA10-189;NGA10;176687.8827;875;201.9290088
Bomadi;NGA10-190;NGA10;84413.31515;126;669.9469456
Burutu;NGA10-191;NGA10;237017.7123;1753;135.2069094
Ethiope West;NGA10-192;NGA10;321259.8066;550;584.1087393
EthiopeE;NGA10-193;NGA10;242093.6058;391;619.1652322
IkaNorth;NGA10-194;NGA10;224626.9705;510;440.4450402
IkaSouth;NGA10-195;NGA10;234439.3063;548;427.8089532
IsokoNor;NGA10-196;NGA10;181183.2732;489;370.5179412
IsokoSou;NGA10-197;NGA10;281789.2817;686;410.7715477
Ndokwa East;NGA10-198;NGA10;148540.7784;1728;85.96109862
Ndokwa West;NGA10-199;NGA10;194036.836;869;223.2874983
Okpe;NGA10-200;NGA10;169541.0404;441;384.4468036
Oshimili North;NGA10-201;NGA10;138142.2253;504;274.0917169
Oshimili South;NGA10-202;NGA10;203177.1121;310;655.4100389
Patani;NGA10-203;NGA10;80219.96035;212;378.3960394
Sapele;NGA10-204;NGA10;165260.1414;438;377.3062588
Udu;NGA10-205;NGA10;211512.9145;136;1555.242018
Ughelli North;NGA10-206;NGA10;438455.3359;828;529.5354299
Ughelli South;NGA10-207;NGA10;259589.9749;786;330.2671436
Ukwuani;NGA10-208;NGA10;151448.6245;420;360.591963
Uvwie;NGA10-209;NGA10;276951.3509;100;2769.513509
Warri North;NGA10-210;NGA10;115536.4246;1652;69.93730303
Warri South-West;NGA10-211;NGA10;113131.5721;1461;77.43434092
Warri South;NGA10-212;NGA10;339518.7529;531;639.395015
Abakalik;NGA11-213;NGA11;154500.7852;543;284.5318328
Afikpo;NGA11-214;NGA11;160001.394;201;796.0268356
AfikpoSo;NGA11-215;NGA11;184642.5784;334;552.8220909
Ebonyi;NGA11-216;NGA11;261388.6886;461;567.003663
Ezza North;NGA11-217;NGA11;165329.8898;309;535.048187
Ezza South;NGA11-218;NGA11;176792.203;332;532.5066356
Ikwo;NGA11-219;NGA11;223051.1343;467;477.6255553
Ishielu;NGA11-220;NGA11;194080.9702;924;210.04434
Ivo;NGA11-221;NGA11;155877.2388;292;533.8261602
Izzi;NGA11-222;NGA11;295615.5473;1105;267.5253821
Ohaozara;NGA11-223;NGA11;177758.2611;304;584.7311219
Ohaukwu;NGA11-224;NGA11;259909.341;543;478.6544033
Onicha;NGA11-225;NGA11;259123.1232;452;573.2812461
Akoko-Ed;NGA12-226;NGA12;321828.9598;1314;244.9231049
Egor;NGA12-227;NGA12;369140.3147;109;3386.608392
EsanCent;NGA12-228;NGA12;120187.7982;258;465.844179
EsanNort;NGA12-229;NGA12;155770.4828;349;446.3337616
EsanSout;NGA12-230;NGA12;219622.3275;1287;170.6467191
EsanWest;NGA12-231;NGA12;172574.9543;510;338.3822634
Etsako Central;NGA12-232;NGA12;115179.1149;689;167.1685266
EtsakoEa;NGA12-233;NGA12;207121.6925;1245;166.3628052
EtsakoWe;NGA12-234;NGA12;283232.362;980;289.0126143
Igueben;NGA12-235;NGA12;78613.48976;402;195.5559447
Ikpoba-Okha;NGA12-236;NGA12;809402.0556;848;954.4835562
Oredo Edo;NGA12-237;NGA12;244063.1685;265;920.9930887
Orhionmw;NGA12-238;NGA12;245976.2952;2332;105.4786858
OviaNort;NGA12-239;NGA12;195032.0917;2390;81.60338563
OviaSouth-West;NGA12-240;NGA12;212053.1927;2865;74.01507599
Owan East;NGA12-241;NGA12;197268.8446;1250;157.8150757
OwanWest;NGA12-242;NGA12;121964.2385;712;171.2980878
Uhunmwonde;NGA12-243;NGA12;254491.3129;2045;124.4456298
Ado-Ekiti;NGA13-244;NGA13;377373.897;327;1154.048615
Efon;NGA13-245;NGA13;159267.5301;181;879.9311056
EkitiEas;NGA13-246;NGA13;88473.13645;223;396.7405222
EkitiSouth-West;NGA13-247;NGA13;162515.1041;310;524.2422714
EkitiWest;NGA13-248;NGA13;170206.9626;280;607.8820093
Emure/Ise/Orun;NGA13-249;NGA13;226910.8153;290;782.4510871
Gboyin;NGA13-250;NGA13;127825.0321;425;300.7647813
Ido/Osi;NGA13-251;NGA13;199810.3264;265;754.0012317
Ijero;NGA13-252;NGA13;320604.3317;352;910.8077604
Ikere;NGA13-253;NGA13;197667.9208;206;959.5530136
Ikole;NGA13-254;NGA13;210980.4541;1017;207.4537405
Ilejemeje;NGA13-255;NGA13;66397.49825;101;657.4009727
Irepodun/Ifelodun;NGA13-256;NGA13;238901.9982;384;622.1406202
Ise/Orun;NGA13-257;NGA13;127981.8257;340;376.4171343
Moba;NGA13-258;NGA13;129795.6798;142;914.0540834
Oye;NGA13-259;NGA13;179004.2162;474;377.6460257
Aninri;NGA14-260;NGA14;113164.7356;295;383.6092731
Awgu;NGA14-261;NGA14;270106.1246;455;593.6398343
Enugu East;NGA14-262;NGA14;219817.3;334;658.1356289
Enugu North;NGA14-263;NGA14;552989.0327;160;3456.181455
EnuguSou;NGA14-264;NGA14;246346.2274;71;3469.665175
Ezeagu;NGA14-265;NGA14;208359.0057;623;334.4446319
Igbo-Eti;NGA14-266;NGA14;269027.0677;351;766.4588823
Igbo-eze North;NGA14-267;NGA14;322999.7898;333;969.9693388
Igbo-eze South;NGA14-268;NGA14;161816.9117;186;869.9833961
Isi-Uzo;NGA14-269;NGA14;198666.1837;902;220.2507579
Nkanu East;NGA14-270;NGA14;217024.1513;836;259.5982671
Nkanu West;NGA14-271;NGA14;213263.9525;278;767.1365196
Nsukka;NGA14-272;NGA14;404413.0896;504;802.4069237
Oji-River;NGA14-273;NGA14;171514.5822;376;456.1558037
Udenu;NGA14-274;NGA14;171054.7432;254;673.443871
Udi;NGA14-275;NGA14;321949.9455;933;345.0696093
Uzo-Uwani;NGA14-276;NGA14;152733.9002;911;167.6552143
Abaji;NGA15-277;NGA15;64208.70332;1017;63.1354015
AbujaMun;NGA15-278;NGA15;867464.0156;1608;539.4676714
Bwari;NGA15-279;NGA15;366344.5461;831;440.8478293
Gwagwala;NGA15-280;NGA15;130801.4268;982;133.199009
Kuje;NGA15-281;NGA15;116289.6039;1732;67.14180364
Kwali;NGA15-282;NGA15;108833.1978;1317;82.63720407
Akko;NGA16-283;NGA16;826352.3657;2916;283.3855849
Balanga;NGA16-284;NGA16;331381.9889;1833;180.7866824
Billiri;NGA16-285;NGA16;247297.3197;854;289.5753158
Dukku;NGA16-286;NGA16;261084.4411;3767;69.30831992
Funakaye;NGA16-287;NGA16;332927.3053;1444;230.5590757
Gombe;NGA16-288;NGA16;1801.668144;15;120.1112096
